BSIM4v5:,Berkeley,Short,Channel,IGFET,Model-4
device,m.xmn.m0
model,nfet_03v3.14
l,2.24e-06
w,2.24e-05
m,1
nf,1
sa,0
sb,0
sd,0
sca,0
scb,0
scc,0
sc,0
min,0
ad,5.04e-13
as,5.04e-13
pd,5.96e-06
ps,5.96e-06
nrd,0.0642857
nrs,0.0642857
off,0
rbdb,50
rbsb,50
rbpb,50
rbps,50
rbpd,50
delvto,0
mulu0,1
xgw,0
ngcon,1
trnqsmod,0
acnqsmod,0
rbodymod,0
rgatemod,0
geomod,0
rgeomod,0
gmbs,0.000945566
gm,0.00180251
gds,1.23959e-05
vdsat,2.11435
vth,0.667371
id,0.0031163
ibd,-3.2986e-12
ibs,-1.40233e-15
gbd,1e-12
gbs,1e-12
isub,3.97523e-10
igidl,0
igisl,0
igs,0
igd,0
igb,0
igcs,0
igcd,0
vbs,-0.00140233
vgs,3.2986
vds,3.2972
cgg,1.53551e-13
cgs,-1.57705e-13
cgd,-3.82763e-17
cbg,-2.16567e-14
cbd,-1.85694e-17
cbs,-2.97894e-14
cdg,-5.2779e-14
cdd,4.52763e-17
cds,7.50057e-14
csg,-7.91152e-14
csd,1.15693e-17
css,1.12489e-13
cgb,4.19232e-15
cdb,-2.2272e-14
csb,-3.33849e-14
cbb,5.14646e-14
capbd,8.09398e-15
capbs,1.39255e-14
qg,5.47198e-13
qb,-2.0003e-13
qd,-1.38887e-13
qs,-2.08282e-13
qinv,3.57662e-13
qdef,0
gcrg,0
gtau,0

