BSIM4v5:,Berkeley,Short,Channel,IGFET,Model-4
device,m.xmn.m0
model,nfet_03v3.13
l,5.6e-07
w,1.12e-05
m,1
nf,1
sa,0
sb,0
sd,0
sca,0
scb,0
scc,0
sc,0
min,0
ad,5.04e-13
as,5.04e-13
pd,5.96e-06
ps,5.96e-06
nrd,0.0642857
nrs,0.0642857
off,0
rbdb,50
rbsb,50
rbpb,50
rbps,50
rbpd,50
delvto,0
mulu0,1
xgw,0
ngcon,1
trnqsmod,0
acnqsmod,0
rbodymod,0
rgatemod,0
geomod,0
rgeomod,0
gmbs,0.000730266
gm,0.0018048
gds,3.39325e-05
vdsat,1.56124
vth,0.707594
id,0.00390537
ibd,-3.29824e-12
ibs,-1.75742e-15
gbd,1e-12
gbs,1e-12
isub,1.75513e-07
igidl,0
igisl,0
igs,0
igd,0
igb,0
igcs,0
igcd,0
vbs,-0.00175742
vgs,3.29824
vds,3.29649
cgg,1.89109e-14
cgs,-1.79391e-14
cgd,1.93534e-18
cbg,-2.43296e-15
cbd,2.63712e-19
cbs,-4.7872e-15
cdg,-6.59399e-15
cdd,2.01843e-18
cds,9.09153e-15
csg,-9.8839e-15
csd,-4.21748e-18
css,1.36348e-14
cgb,-9.737e-16
cdb,-2.49955e-15
csb,-3.74665e-15
cbb,7.2199e-15
capbd,4.18676e-15
capbs,7.20586e-15
qg,6.60653e-14
qb,-2.38963e-14
qd,-1.687e-14
qs,-2.52989e-14
qinv,4.39915e-14
qdef,0
gcrg,0
gtau,0

