BSIM4v5:,Berkeley,Short,Channel,IGFET,Model-4
device,m.xmn.m0
model,nfet_03v3.9
l,1.12e-06
w,2.8e-06
m,1
nf,1
sa,0
sb,0
sd,0
sca,0
scb,0
scc,0
sc,0
min,0
ad,5.04e-13
as,5.04e-13
pd,5.96e-06
ps,5.96e-06
nrd,0.0642857
nrs,0.0642857
off,0
rbdb,50
rbsb,50
rbpb,50
rbps,50
rbpd,50
delvto,0
mulu0,1
xgw,0
ngcon,1
trnqsmod,0
acnqsmod,0
rbodymod,0
rgatemod,0
geomod,0
rgeomod,0
gmbs,0.000164299
gm,0.00034041
gds,3.73711e-06
vdsat,1.89843
vth,0.683633
id,0.000644321
ibd,-3.29971e-12
ibs,-2.89956e-16
gbd,1e-12
gbs,1.00004e-12
isub,1.18714e-09
igidl,0
igisl,0
igs,0
igd,0
igb,0
igcs,0
igcd,0
vbs,-0.000289944
vgs,3.29971
vds,3.29942
cgg,9.48247e-15
cgs,-9.51768e-15
cgd,-2.59125e-18
cbg,-1.24087e-15
cbd,-1.10764e-18
cbs,-2.09631e-15
cdg,-3.29806e-15
cdd,2.94719e-18
cds,4.64613e-15
csg,-4.94354e-15
csd,7.517e-19
css,6.96785e-15
cgb,3.77988e-17
cdb,-1.35101e-15
csb,-2.02507e-15
cbb,3.33828e-15
capbd,1.67713e-15
capbs,2.66467e-15
qg,3.33507e-14
qb,-1.20414e-14
qd,-8.52494e-15
qs,-1.27843e-14
qinv,2.22243e-14
qdef,0
gcrg,0
gtau,0

