BSIM4v5:,Berkeley,Short,Channel,IGFET,Model-4
device,m.xmp.m0
model,pfet_03v3.8
l,2.8e-07
w,2.8e-06
m,1
nf,1
sa,0
sb,0
sd,0
sca,0
scb,0
scc,0
sc,0
min,0
ad,5.04e-13
as,5.04e-13
pd,5.96e-06
ps,5.96e-06
nrd,0.0642857
nrs,0.0642857
off,0
rbdb,50
rbsb,50
rbpb,50
rbps,50
rbpd,50
delvto,0
mulu0,1
xgw,0
ngcon,1
trnqsmod,0
acnqsmod,0
rbodymod,0
rgatemod,0
geomod,0
rgeomod,0
gmbs,0.000130625
gm,0.000350814
gds,3.06833e-05
vdsat,1.91313
vth,0.698004
id,0.000697474
ibd,-3.30712e-12
ibs,-3.13913e-16
gbd,1.00825e-12
gbs,1.00016e-12
isub,5.24874e-12
igidl,0
igisl,0
igs,0
igd,0
igb,0
igcs,0
igcd,0
vbs,-0.000313863
vgs,3.29969
vds,3.29937
cgg,2.68334e-15
cgs,-2.24196e-15
cgd,1.89915e-17
cbg,-4.47114e-16
cbd,7.61875e-18
cbs,-7.44068e-16
cdg,-8.94795e-16
cdd,-1.03044e-17
cds,1.19448e-15
csg,-1.34143e-15
csd,-1.63059e-17
css,1.79154e-15
cgb,-4.60372e-16
cdb,-2.89383e-16
csb,-4.33809e-16
cbb,1.18356e-15
capbd,1.61581e-15
capbs,2.29811e-15
qg,9.81127e-15
qb,-3.6979e-15
qd,-2.44566e-15
qs,-3.66771e-15
qinv,5.95838e-15
qdef,-0
gcrg,0
gtau,0

