BSIM4v5:,Berkeley,Short,Channel,IGFET,Model-4
device,m.xmp.m0
model,pfet_03v3.14
l,4.48e-06
w,1.12e-05
m,1
nf,1
sa,0
sb,0
sd,0
sca,0
scb,0
scc,0
sc,0
min,0
ad,5.04e-13
as,5.04e-13
pd,5.96e-06
ps,5.96e-06
nrd,0.0642857
nrs,0.0642857
off,0
rbdb,50
rbsb,50
rbpb,50
rbps,50
rbpd,50
delvto,0
mulu0,1
xgw,0
ngcon,1
trnqsmod,0
acnqsmod,0
rbodymod,0
rgatemod,0
geomod,0
rgeomod,0
gmbs,6.10836e-05
gm,0.000122904
gds,4.2142e-07
vdsat,1.90895
vth,0.770063
id,0.000173501
ibd,-3.30736e-12
ibs,-7.80845e-17
gbd,1.00825e-12
gbs,1.00012e-12
isub,4.9442e-15
igidl,0
igisl,0
igs,0
igd,0
igb,0
igcs,0
igcd,0
vbs,-7.80754e-05
vgs,3.29992
vds,3.29984
cgg,1.63849e-13
cgs,-1.65311e-13
cgd,-2.22607e-17
cbg,-2.81978e-14
cbd,-1.57309e-17
cbs,-4.18221e-14
cdg,-5.42747e-14
cdd,3.0276e-17
cds,8.28616e-14
csg,-8.1377e-14
csd,7.71573e-18
css,1.24272e-13
cgb,1.48391e-15
cdb,-2.86171e-14
csb,-4.29024e-14
cbb,7.00356e-14
capbd,3.88951e-15
capbs,5.85557e-15
qg,6.00173e-13
qb,-2.57013e-13
qd,-1.37279e-13
qs,-2.05882e-13
qinv,3.51675e-13
qdef,-0
gcrg,0
gtau,0

