BSIM4v5:,Berkeley,Short,Channel,IGFET,Model-4
device,m.xmp.m0
model,pfet_03v3.9
l,1.12e-06
w,5.6e-06
m,1
nf,1
sa,0
sb,0
sd,0
sca,0
scb,0
scc,0
sc,0
min,0
ad,5.04e-13
as,5.04e-13
pd,5.96e-06
ps,5.96e-06
nrd,0.0642857
nrs,0.0642857
off,0
rbdb,50
rbsb,50
rbpb,50
rbps,50
rbpd,50
delvto,0
mulu0,1
xgw,0
ngcon,1
trnqsmod,0
acnqsmod,0
rbodymod,0
rgatemod,0
geomod,0
rgeomod,0
gmbs,0.000124204
gm,0.000245224
gds,3.64021e-06
vdsat,1.97008
vth,0.781854
id,0.000364061
ibd,-3.30727e-12
ibs,-1.63848e-16
gbd,1.00825e-12
gbs,1.00013e-12
isub,8.89399e-15
igidl,0
igisl,0
igs,0
igd,0
igb,0
igcs,0
igcd,0
vbs,-0.000163827
vgs,3.29984
vds,3.29967
cgg,2.07786e-14
cgs,-2.04738e-14
cgd,-3.14812e-18
cbg,-3.62335e-15
cbd,-2.29062e-18
cbs,-5.33688e-15
cdg,-6.86404e-15
cdd,4.33961e-18
cds,1.03252e-14
csg,-1.02912e-14
csd,1.09913e-18
css,1.54855e-14
cgb,-3.01606e-16
cdb,-3.46555e-15
csb,-5.19536e-15
cbb,8.96252e-15
capbd,2.1308e-15
capbs,3.22025e-15
qg,7.63333e-14
qb,-3.08424e-14
qd,-1.81984e-14
qs,-2.72925e-14
qinv,4.42128e-14
qdef,-0
gcrg,0
gtau,0

